"Date Time","T (degC)"
14.01.2009 19:40:00,-1.90
14.01.2009 19:50:00,-1.74
14.01.2009 20:00:00,-1.69
14.01.2009 20:10:00,-1.60
14.01.2009 20:20:00,-1.57
14.01.2009 20:30:00,-1.47
14.01.2009 20:40:00,-1.18
14.01.2009 20:50:00,-1.23
14.01.2009 21:00:00,-1.10
14.01.2009 21:10:00,-0.85
14.01.2009 21:20:00,-0.59
14.01.2009 21:30:00,-0.51
14.01.2009 21:40:00,-0.39
14.01.2009 21:50:00,-0.24
14.01.2009 22:00:00,0.07
14.01.2009 22:10:00,0.14
14.01.2009 22:20:00,0.11
14.01.2009 22:30:00,0.22
14.01.2009 22:40:00,0.34
14.01.2009 22:50:00,0.43
14.01.2009 23:00:00,0.37
14.01.2009 23:10:00,0.23
14.01.2009 23:20:00,0.16
14.01.2009 23:30:00,0.23
14.01.2009 23:40:00,0.30
14.01.2009 23:50:00,0.37
15.01.2009 00:00:00,0.44
15.01.2009 00:10:00,0.50
15.01.2009 00:20:00,0.47
15.01.2009 00:30:00,0.31
15.01.2009 00:40:00,0.21
15.01.2009 00:50:00,0.39
15.01.2009 01:00:00,0.57
15.01.2009 01:10:00,0.68
15.01.2009 01:20:00,0.66
15.01.2009 01:30:00,0.59
15.01.2009 01:40:00,0.59
15.01.2009 01:50:00,0.44
15.01.2009 02:00:00,0.29
15.01.2009 02:10:00,0.14
15.01.2009 02:20:00,0.03
15.01.2009 02:30:00,0.09
15.01.2009 02:40:00,0.17
15.01.2009 02:50:00,0.16
15.01.2009 03:00:00,0.16
15.01.2009 03:10:00,0.23
15.01.2009 03:20:00,0.21
15.01.2009 03:30:00,0.16
15.01.2009 03:40:00,-0.09
15.01.2009 03:50:00,-0.30
15.01.2009 04:00:00,-0.35
15.01.2009 04:10:00,-0.30
15.01.2009 04:20:00,-0.24
15.01.2009 04:30:00,-0.32
15.01.2009 04:40:00,-0.44
15.01.2009 04:50:00,-0.38
15.01.2009 05:00:00,-0.29
15.01.2009 05:10:00,-0.16
15.01.2009 05:20:00,-0.10
15.01.2009 05:30:00,-0.04
15.01.2009 05:40:00,0.00
15.01.2009 05:50:00,0.03
15.01.2009 06:00:00,0.05
15.01.2009 06:10:00,0.12
15.01.2009 06:20:00,0.12
15.01.2009 06:30:00,-0.04
15.01.2009 06:40:00,-0.02
15.01.2009 06:50:00,0.08
15.01.2009 07:00:00,-0.05
15.01.2009 07:10:00,-0.17
15.01.2009 07:20:00,-0.14
15.01.2009 07:30:00,-0.01
15.01.2009 07:40:00,-0.04
15.01.2009 07:50:00,-0.13
15.01.2009 08:00:00,-0.01
15.01.2009 08:10:00,0.01
15.01.2009 08:20:00,0.16
15.01.2009 08:30:00,-0.09
15.01.2009 08:40:00,-0.26
15.01.2009 08:50:00,-0.25
15.01.2009 09:00:00,0.04
15.01.2009 09:10:00,0.30
15.01.2009 09:20:00,0.36
15.01.2009 09:30:00,0.27
15.01.2009 09:40:00,0.18
15.01.2009 09:50:00,0.38
15.01.2009 10:00:00,0.29
15.01.2009 10:10:00,0.09
15.01.2009 10:20:00,0.15
15.01.2009 10:30:00,0.41
15.01.2009 10:40:00,0.68
15.01.2009 10:50:00,1.13
15.01.2009 11:00:00,1.33
15.01.2009 11:10:00,1.36
15.01.2009 11:20:00,1.37
15.01.2009 11:30:00,1.62
15.01.2009 11:40:00,1.73
15.01.2009 11:50:00,1.86
15.01.2009 12:00:00,1.99
15.01.2009 12:10:00,2.02
15.01.2009 12:20:00,2.08
15.01.2009 12:30:00,2.07
15.01.2009 12:40:00,2.29
15.01.2009 12:50:00,2.25
15.01.2009 13:00:00,2.04
15.01.2009 13:10:00,2.19
15.01.2009 13:20:00,2.28
15.01.2009 13:30:00,2.24
15.01.2009 13:40:00,2.24
15.01.2009 13:50:00,2.24
15.01.2009 14:00:00,2.39
15.01.2009 14:10:00,2.32
15.01.2009 14:20:00,2.39
15.01.2009 14:30:00,2.63
15.01.2009 14:40:00,3.15
15.01.2009 14:50:00,4.03
15.01.2009 15:00:00,4.52
15.01.2009 15:10:00,4.13
15.01.2009 15:20:00,3.18
15.01.2009 15:30:00,2.80
15.01.2009 15:40:00,2.91
15.01.2009 15:50:00,2.95
15.01.2009 16:00:00,2.58
15.01.2009 16:10:00,2.13
15.01.2009 16:20:00,1.74
15.01.2009 16:30:00,1.44
15.01.2009 16:40:00,1.14
15.01.2009 16:50:00,0.87
15.01.2009 17:00:00,0.44
15.01.2009 17:10:00,0.32
15.01.2009 17:20:00,0.24
15.01.2009 17:30:00,-0.10
15.01.2009 17:40:00,-0.37
15.01.2009 17:50:00,-0.39
15.01.2009 18:00:00,-0.48
15.01.2009 18:10:00,-0.80
15.01.2009 18:20:00,-1.05
15.01.2009 18:30:00,-1.19
15.01.2009 18:40:00,-1.28
15.01.2009 18:50:00,-1.52
15.01.2009 19:00:00,-1.63
15.01.2009 19:10:00,-1.84
15.01.2009 19:20:00,-1.94
15.01.2009 19:30:00,-2.11
15.01.2009 19:40:00,-2.22
15.01.2009 19:50:00,-2.67
15.01.2009 20:00:00,-2.89
15.01.2009 20:10:00,-2.91
15.01.2009 20:20:00,-2.95
15.01.2009 20:30:00,-2.97
15.01.2009 20:40:00,-3.08
15.01.2009 20:50:00,-3.14
15.01.2009 21:00:00,-3.21
15.01.2009 21:10:00,-3.28
15.01.2009 21:20:00,-3.45
15.01.2009 21:30:00,-3.51
15.01.2009 21:40:00,-3.48
15.01.2009 21:50:00,-3.35
15.01.2009 22:00:00,-3.37
15.01.2009 22:10:00,-3.43
15.01.2009 22:20:00,-3.38
15.01.2009 22:30:00,-3.32
15.01.2009 22:40:00,-3.28
15.01.2009 22:50:00,-3.49
15.01.2009 23:00:00,-3.57
15.01.2009 23:10:00,-3.65
15.01.2009 23:20:00,-3.71
15.01.2009 23:30:00,-3.71
15.01.2009 23:40:00,-3.75
15.01.2009 23:50:00,-3.93
16.01.2009 00:00:00,-4.03
16.01.2009 00:10:00,-4.04
16.01.2009 00:20:00,-4.01
16.01.2009 00:30:00,-4.04
16.01.2009 00:40:00,-4.00
16.01.2009 00:50:00,-4.04
16.01.2009 01:00:00,-4.10
16.01.2009 01:10:00,-4.12
16.01.2009 01:20:00,-4.23
16.01.2009 01:30:00,-4.32
16.01.2009 01:40:00,-4.48
16.01.2009 01:50:00,-4.55
16.01.2009 02:00:00,-4.61
16.01.2009 02:10:00,-4.71
16.01.2009 02:20:00,-4.85
16.01.2009 02:30:00,-4.91
16.01.2009 02:40:00,-4.92
16.01.2009 02:50:00,-4.96
16.01.2009 03:00:00,-4.84
16.01.2009 03:10:00,-4.88
16.01.2009 03:20:00,-4.92
16.01.2009 03:30:00,-5.04
16.01.2009 03:40:00,-5.07
16.01.2009 03:50:00,-5.10
16.01.2009 04:00:00,-5.11
16.01.2009 04:10:00,-5.17
16.01.2009 04:20:00,-5.17
16.01.2009 04:30:00,-5.17
16.01.2009 04:40:00,-5.17
16.01.2009 04:50:00,-5.19
16.01.2009 05:00:00,-5.21
16.01.2009 05:10:00,-5.12
16.01.2009 05:20:00,-4.83
16.01.2009 05:30:00,-4.77
16.01.2009 05:40:00,-4.85
16.01.2009 05:50:00,-4.88
16.01.2009 06:00:00,-4.73
16.01.2009 06:10:00,-4.61
16.01.2009 06:20:00,-4.49
16.01.2009 06:30:00,-4.46
16.01.2009 06:40:00,-4.46
16.01.2009 06:50:00,-4.37
16.01.2009 07:00:00,-4.30
16.01.2009 07:10:00,-4.30
16.01.2009 07:20:00,-4.30
16.01.2009 07:30:00,-4.35
16.01.2009 07:40:00,-4.36
16.01.2009 07:50:00,-4.28
16.01.2009 08:00:00,-4.27
16.01.2009 08:10:00,-4.35
16.01.2009 08:20:00,-4.45
16.01.2009 08:30:00,-4.49
16.01.2009 08:40:00,-4.50
16.01.2009 08:50:00,-4.48
16.01.2009 09:00:00,-4.51
16.01.2009 09:10:00,-4.50
16.01.2009 09:20:00,-4.50
16.01.2009 09:30:00,-4.44
16.01.2009 09:40:00,-4.38
16.01.2009 09:50:00,-4.37
16.01.2009 10:00:00,-4.39
16.01.2009 10:10:00,-4.32
16.01.2009 10:20:00,-4.37
16.01.2009 10:30:00,-4.46
16.01.2009 10:40:00,-4.37
16.01.2009 10:50:00,-4.37
16.01.2009 11:00:00,-4.19
16.01.2009 11:10:00,-3.85
16.01.2009 11:20:00,-3.69
16.01.2009 11:30:00,-3.46
16.01.2009 11:40:00,-3.33
16.01.2009 11:50:00,-3.13
16.01.2009 12:00:00,-2.85
16.01.2009 12:10:00,-2.62
16.01.2009 12:20:00,-2.61
16.01.2009 12:30:00,-2.42
16.01.2009 12:40:00,-2.10
16.01.2009 12:50:00,-1.61
16.01.2009 13:00:00,-1.15
16.01.2009 13:10:00,-0.93
16.01.2009 13:20:00,-0.75
16.01.2009 13:30:00,-0.62
16.01.2009 13:40:00,-0.36
16.01.2009 13:50:00,-0.06
16.01.2009 14:00:00,-0.05
16.01.2009 14:10:00,-0.10
16.01.2009 14:20:00,0.00
16.01.2009 14:30:00,0.16
16.01.2009 14:40:00,0.39
16.01.2009 14:50:00,0.83
16.01.2009 15:00:00,1.12
16.01.2009 15:10:00,1.16
16.01.2009 15:20:00,1.17
16.01.2009 15:30:00,1.16
16.01.2009 15:40:00,1.03
16.01.2009 15:50:00,0.74
16.01.2009 16:00:00,0.38
16.01.2009 16:10:00,0.29
16.01.2009 16:20:00,-0.01
16.01.2009 16:30:00,-0.27
16.01.2009 16:40:00,-0.33
16.01.2009 16:50:00,-0.52
16.01.2009 17:00:00,-0.63
16.01.2009 17:10:00,-0.74
16.01.2009 17:20:00,-0.84
16.01.2009 17:30:00,-0.90
16.01.2009 17:40:00,-0.85
16.01.2009 17:50:00,-0.72
16.01.2009 18:00:00,-0.72
16.01.2009 18:10:00,-0.87
16.01.2009 18:20:00,-1.07
16.01.2009 18:30:00,-1.04
16.01.2009 18:40:00,-1.11
16.01.2009 18:50:00,-1.26
16.01.2009 19:00:00,-1.36
16.01.2009 19:10:00,-1.51
16.01.2009 19:20:00,-1.60
16.01.2009 19:30:00,-1.73
16.01.2009 19:40:00,-1.78
16.01.2009 19:50:00,-1.84
16.01.2009 20:00:00,-1.78
16.01.2009 20:10:00,-1.67
16.01.2009 20:20:00,-1.69
16.01.2009 20:30:00,-1.82
16.01.2009 20:40:00,-1.89
16.01.2009 20:50:00,-1.93
16.01.2009 21:00:00,-2.03
16.01.2009 21:10:00,-2.01
16.01.2009 21:20:00,-2.06
16.01.2009 21:30:00,-2.13
16.01.2009 21:40:00,-2.04
16.01.2009 21:50:00,-2.12
16.01.2009 22:00:00,-2.20
16.01.2009 22:10:00,-2.16
16.01.2009 22:20:00,-2.23
16.01.2009 22:30:00,-2.23
16.01.2009 22:40:00,-2.34
16.01.2009 22:50:00,-2.36
16.01.2009 23:00:00,-2.41
16.01.2009 23:10:00,-2.34
16.01.2009 23:20:00,-2.19
16.01.2009 23:30:00,-2.23
16.01.2009 23:40:00,-2.23
16.01.2009 23:50:00,-2.29
17.01.2009 00:00:00,-2.30
17.01.2009 00:10:00,-2.39
17.01.2009 00:20:00,-2.46
17.01.2009 00:30:00,-2.75
17.01.2009 00:40:00,-2.79
17.01.2009 00:50:00,-2.66
17.01.2009 01:00:00,-2.57
17.01.2009 01:10:00,-2.67
17.01.2009 01:20:00,-2.75
17.01.2009 01:30:00,-2.57
17.01.2009 01:40:00,-2.49
17.01.2009 01:50:00,-2.43
17.01.2009 02:00:00,-2.35
17.01.2009 02:10:00,-2.30
17.01.2009 02:20:00,-2.28
17.01.2009 02:30:00,-2.22
17.01.2009 02:40:00,-2.14
17.01.2009 02:50:00,-2.02
17.01.2009 03:00:00,-1.99
17.01.2009 03:10:00,-2.00
17.01.2009 03:20:00,-2.00
17.01.2009 03:30:00,-2.03
17.01.2009 03:40:00,-1.91
17.01.2009 03:50:00,-1.95
17.01.2009 04:00:00,-2.04
17.01.2009 04:10:00,-2.00
17.01.2009 04:20:00,-1.98
17.01.2009 04:30:00,-2.04
17.01.2009 04:40:00,-2.12
17.01.2009 04:50:00,-2.17
17.01.2009 05:00:00,-2.13
17.01.2009 05:10:00,-2.04
17.01.2009 05:20:00,-2.12
17.01.2009 05:30:00,-2.16
17.01.2009 05:40:00,-2.10
17.01.2009 05:50:00,-2.05
17.01.2009 06:00:00,-2.10
17.01.2009 06:10:00,-2.12
17.01.2009 06:20:00,-2.10
17.01.2009 06:30:00,-2.03
17.01.2009 06:40:00,-1.94
17.01.2009 06:50:00,-1.78
17.01.2009 07:00:00,-1.52
17.01.2009 07:10:00,-1.40
17.01.2009 07:20:00,-1.37
17.01.2009 07:30:00,-1.31
17.01.2009 07:40:00,-1.30
17.01.2009 07:50:00,-1.28
17.01.2009 08:00:00,-1.24
17.01.2009 08:10:00,-1.24
17.01.2009 08:20:00,-1.19
17.01.2009 08:30:00,-1.17
17.01.2009 08:40:00,-1.17
17.01.2009 08:50:00,-1.13
17.01.2009 09:00:00,-1.06
17.01.2009 09:10:00,-1.02
17.01.2009 09:20:00,-0.95
17.01.2009 09:30:00,-0.83
17.01.2009 09:40:00,-0.71
17.01.2009 09:50:00,-0.59
17.01.2009 10:00:00,-0.49
17.01.2009 10:10:00,-0.40
17.01.2009 10:20:00,-0.22
17.01.2009 10:30:00,0.23
17.01.2009 10:40:00,0.33
17.01.2009 10:50:00,0.30
17.01.2009 11:00:00,0.21
17.01.2009 11:10:00,0.16
17.01.2009 11:20:00,0.22
17.01.2009 11:30:00,0.28
17.01.2009 11:40:00,0.41
17.01.2009 11:50:00,0.59
17.01.2009 12:00:00,0.70
17.01.2009 12:10:00,0.80
17.01.2009 12:20:00,0.92
17.01.2009 12:30:00,1.10
17.01.2009 12:40:00,1.23
17.01.2009 12:50:00,1.26
17.01.2009 13:00:00,1.34
17.01.2009 13:10:00,1.24
17.01.2009 13:20:00,1.28
17.01.2009 13:30:00,1.53
17.01.2009 13:40:00,1.73
17.01.2009 13:50:00,1.79
17.01.2009 14:00:00,1.77
17.01.2009 14:10:00,1.76
17.01.2009 14:20:00,1.68
17.01.2009 14:30:00,1.74
17.01.2009 14:40:00,1.83
17.01.2009 14:50:00,1.95
17.01.2009 15:00:00,2.11
17.01.2009 15:10:00,2.17
17.01.2009 15:20:00,2.15
17.01.2009 15:30:00,2.11
17.01.2009 15:40:00,2.11
17.01.2009 15:50:00,2.10
17.01.2009 16:00:00,2.07
17.01.2009 16:10:00,2.10
17.01.2009 16:20:00,2.04
17.01.2009 16:30:00,1.95
17.01.2009 16:40:00,1.86
17.01.2009 16:50:00,1.79
17.01.2009 17:00:00,1.76
17.01.2009 17:10:00,1.73
17.01.2009 17:20:00,1.70
17.01.2009 17:30:00,1.70
17.01.2009 17:40:00,1.70
17.01.2009 17:50:00,1.68
17.01.2009 18:00:00,1.70
17.01.2009 18:10:00,1.74
17.01.2009 18:20:00,1.74
17.01.2009 18:30:00,1.59
17.01.2009 18:40:00,1.45
17.01.2009 18:50:00,1.40
17.01.2009 19:00:00,1.37
17.01.2009 19:10:00,1.39
17.01.2009 19:20:00,1.26
17.01.2009 19:30:00,1.10
17.01.2009 19:40:00,1.15
17.01.2009 19:50:00,1.15
17.01.2009 20:00:00,1.09
17.01.2009 20:10:00,1.16
17.01.2009 20:20:00,1.23
17.01.2009 20:30:00,1.09
17.01.2009 20:40:00,1.11
17.01.2009 20:50:00,1.08
17.01.2009 21:00:00,1.05
17.01.2009 21:10:00,1.10
17.01.2009 21:20:00,1.18
17.01.2009 21:30:00,1.29
17.01.2009 21:40:00,1.28
17.01.2009 21:50:00,1.43
17.01.2009 22:00:00,1.67
17.01.2009 22:10:00,1.69
17.01.2009 22:20:00,1.75
17.01.2009 22:30:00,2.24
17.01.2009 22:40:00,2.70
17.01.2009 22:50:00,2.74
17.01.2009 23:00:00,2.55
17.01.2009 23:10:00,2.33
17.01.2009 23:20:00,2.23
17.01.2009 23:30:00,2.14
17.01.2009 23:40:00,1.99
17.01.2009 23:50:00,1.97
18.01.2009 00:00:00,1.94
18.01.2009 00:10:00,1.91
18.01.2009 00:20:00,1.85
18.01.2009 00:30:00,1.81
18.01.2009 00:40:00,1.84
18.01.2009 00:50:00,1.90
18.01.2009 01:00:00,1.84
18.01.2009 01:10:00,1.82
18.01.2009 01:20:00,1.82
18.01.2009 01:30:00,1.79
18.01.2009 01:40:00,1.47
18.01.2009 01:50:00,1.43
18.01.2009 02:00:00,1.65
18.01.2009 02:10:00,1.74
18.01.2009 02:20:00,1.49
18.01.2009 02:30:00,1.29
18.01.2009 02:40:00,1.35
18.01.2009 02:50:00,1.39
18.01.2009 03:00:00,1.30
18.01.2009 03:10:00,1.20
18.01.2009 03:20:00,1.32
18.01.2009 03:30:00,1.40
18.01.2009 03:40:00,1.36
18.01.2009 03:50:00,1.13
18.01.2009 04:00:00,0.98
18.01.2009 04:10:00,0.80
18.01.2009 04:20:00,0.63
18.01.2009 04:30:00,0.66
18.01.2009 04:40:00,0.58
18.01.2009 04:50:00,0.38
18.01.2009 05:00:00,0.24
18.01.2009 05:10:00,-0.05
18.01.2009 05:20:00,-0.40
18.01.2009 05:30:00,-0.34
18.01.2009 05:40:00,-0.19
18.01.2009 05:50:00,-0.09
18.01.2009 06:00:00,0.04
18.01.2009 06:10:00,0.18
18.01.2009 06:20:00,0.32
18.01.2009 06:30:00,0.16
18.01.2009 06:40:00,0.07
18.01.2009 06:50:00,0.05
18.01.2009 07:00:00,0.14
18.01.2009 07:10:00,0.26
18.01.2009 07:20:00,0.67
18.01.2009 07:30:00,0.99
18.01.2009 07:40:00,1.22
18.01.2009 07:50:00,1.42
18.01.2009 08:00:00,1.56
18.01.2009 08:10:00,1.61
18.01.2009 08:20:00,1.58
18.01.2009 08:30:00,1.53
18.01.2009 08:40:00,1.62
18.01.2009 08:50:00,1.77
18.01.2009 09:00:00,1.84
18.01.2009 09:10:00,2.09
18.01.2009 09:20:00,2.38
18.01.2009 09:30:00,2.50
18.01.2009 09:40:00,2.66
18.01.2009 09:50:00,2.82
18.01.2009 10:00:00,2.82
18.01.2009 10:10:00,2.77
18.01.2009 10:20:00,2.82
18.01.2009 10:30:00,2.83
18.01.2009 10:40:00,2.94
18.01.2009 10:50:00,3.41
18.01.2009 11:00:00,3.60
18.01.2009 11:10:00,3.73
18.01.2009 11:20:00,4.07
18.01.2009 11:30:00,4.47
18.01.2009 11:40:00,4.82
18.01.2009 11:50:00,4.87
18.01.2009 12:00:00,5.05
18.01.2009 12:10:00,5.31
18.01.2009 12:20:00,5.26
18.01.2009 12:30:00,4.92
18.01.2009 12:40:00,4.83
18.01.2009 12:50:00,4.78
18.01.2009 13:00:00,4.68
18.01.2009 13:10:00,4.70
18.01.2009 13:20:00,4.82
18.01.2009 13:30:00,4.63
18.01.2009 13:40:00,4.39
18.01.2009 13:50:00,4.24
18.01.2009 14:00:00,4.01
18.01.2009 14:10:00,3.85
18.01.2009 14:20:00,3.83
18.01.2009 14:30:00,3.84
18.01.2009 14:40:00,3.85
18.01.2009 14:50:00,3.80
18.01.2009 15:00:00,3.72
18.01.2009 15:10:00,3.58
18.01.2009 15:20:00,3.43
18.01.2009 15:30:00,3.28
18.01.2009 15:40:00,3.12
18.01.2009 15:50:00,3.01
18.01.2009 16:00:00,2.95
18.01.2009 16:10:00,2.89
18.01.2009 16:20:00,2.87
18.01.2009 16:30:00,2.88
18.01.2009 16:40:00,2.93
18.01.2009 16:50:00,2.88
18.01.2009 17:00:00,2.82
18.01.2009 17:10:00,2.83
18.01.2009 17:20:00,2.93
18.01.2009 17:30:00,3.05
18.01.2009 17:40:00,3.13
18.01.2009 17:50:00,3.17
18.01.2009 18:00:00,3.07
18.01.2009 18:10:00,2.96
18.01.2009 18:20:00,2.90
18.01.2009 18:30:00,3.16
18.01.2009 18:40:00,3.37
18.01.2009 18:50:00,3.53
18.01.2009 19:00:00,3.63
18.01.2009 19:10:00,3.65
18.01.2009 19:20:00,3.70
18.01.2009 19:30:00,3.70
18.01.2009 19:40:00,3.72
18.01.2009 19:50:00,3.59
18.01.2009 20:00:00,3.47
18.01.2009 20:10:00,3.50
18.01.2009 20:20:00,3.50
18.01.2009 20:30:00,3.50
18.01.2009 20:40:00,3.44
18.01.2009 20:50:00,3.39
18.01.2009 21:00:00,3.30
18.01.2009 21:10:00,3.24
18.01.2009 21:20:00,3.23
18.01.2009 21:30:00,3.24
18.01.2009 21:40:00,3.26
18.01.2009 21:50:00,3.22
18.01.2009 22:00:00,3.17
18.01.2009 22:10:00,3.13
18.01.2009 22:20:00,3.20
18.01.2009 22:30:00,3.19
18.01.2009 22:40:00,3.23
18.01.2009 22:50:00,3.23
18.01.2009 23:00:00,3.23
18.01.2009 23:10:00,3.23
18.01.2009 23:20:00,3.18
18.01.2009 23:30:00,3.04
18.01.2009 23:40:00,2.92
18.01.2009 23:50:00,2.90
19.01.2009 00:00:00,2.89
19.01.2009 00:10:00,2.73
19.01.2009 00:20:00,2.51
19.01.2009 00:30:00,2.41
19.01.2009 00:40:00,2.31
19.01.2009 00:50:00,2.16
19.01.2009 01:00:00,1.96
19.01.2009 01:10:00,1.78
19.01.2009 01:20:00,1.57
19.01.2009 01:30:00,1.53
19.01.2009 01:40:00,1.62
19.01.2009 01:50:00,1.55
19.01.2009 02:00:00,1.17
19.01.2009 02:10:00,1.03
19.01.2009 02:20:00,1.03
19.01.2009 02:30:00,1.08
19.01.2009 02:40:00,1.26
19.01.2009 02:50:00,1.10
19.01.2009 03:00:00,0.89
19.01.2009 03:10:00,0.86
19.01.2009 03:20:00,0.88
19.01.2009 03:30:00,1.15
19.01.2009 03:40:00,1.28
19.01.2009 03:50:00,1.39
19.01.2009 04:00:00,1.27
19.01.2009 04:10:00,1.02
19.01.2009 04:20:00,0.78
19.01.2009 04:30:00,0.67
19.01.2009 04:40:00,0.67
19.01.2009 04:50:00,0.79
19.01.2009 05:00:00,0.86
19.01.2009 05:10:00,0.87
19.01.2009 05:20:00,0.85
19.01.2009 05:30:00,1.30
19.01.2009 05:40:00,1.66
19.01.2009 05:50:00,1.67
19.01.2009 06:00:00,1.52
19.01.2009 06:10:00,1.50
19.01.2009 06:20:00,1.42
19.01.2009 06:30:00,1.42
19.01.2009 06:40:00,1.33
19.01.2009 06:50:00,1.27
19.01.2009 07:00:00,1.22
19.01.2009 07:10:00,1.27
19.01.2009 07:20:00,1.13
19.01.2009 07:30:00,1.14
19.01.2009 07:40:00,1.03
19.01.2009 07:50:00,0.82
19.01.2009 08:00:00,0.84
19.01.2009 08:10:00,0.79
19.01.2009 08:20:00,0.41
19.01.2009 08:30:00,0.24
19.01.2009 08:40:00,0.14
19.01.2009 08:50:00,0.58
19.01.2009 09:00:00,0.91
19.01.2009 09:10:00,0.74
19.01.2009 09:20:00,0.69
19.01.2009 09:30:00,0.72
19.01.2009 09:40:00,0.38
19.01.2009 09:50:00,0.44
19.01.2009 10:00:00,0.75
19.01.2009 10:10:00,1.22
19.01.2009 10:20:00,1.46
19.01.2009 10:30:00,1.73
19.01.2009 10:40:00,1.76
19.01.2009 10:50:00,1.91
19.01.2009 11:00:00,2.12
19.01.2009 11:10:00,2.30
19.01.2009 11:20:00,2.47
19.01.2009 11:30:00,2.57
19.01.2009 11:40:00,2.75
19.01.2009 11:50:00,2.96
19.01.2009 12:00:00,3.12
19.01.2009 12:10:00,3.22
19.01.2009 12:20:00,3.27
19.01.2009 12:30:00,3.34
19.01.2009 12:40:00,3.38
19.01.2009 12:50:00,3.49
19.01.2009 13:00:00,3.65
19.01.2009 13:10:00,3.69
19.01.2009 13:20:00,3.66
19.01.2009 13:30:00,3.60
19.01.2009 13:40:00,3.42
19.01.2009 13:50:00,3.42
19.01.2009 14:00:00,3.62
19.01.2009 14:10:00,3.92
19.01.2009 14:20:00,3.96
19.01.2009 14:30:00,3.58
19.01.2009 14:40:00,3.48
19.01.2009 14:50:00,3.50
19.01.2009 15:00:00,3.43
19.01.2009 15:10:00,3.43
19.01.2009 15:20:00,3.46
19.01.2009 15:30:00,3.36
19.01.2009 15:40:00,3.30
19.01.2009 15:50:00,3.31
19.01.2009 16:00:00,3.41
19.01.2009 16:10:00,3.58
19.01.2009 16:20:00,3.63
19.01.2009 16:30:00,3.64
19.01.2009 16:40:00,3.66
19.01.2009 16:50:00,3.64
19.01.2009 17:00:00,3.59
19.01.2009 17:10:00,3.63
19.01.2009 17:20:00,3.62
19.01.2009 17:30:00,3.57
19.01.2009 17:40:00,3.57
19.01.2009 17:50:00,3.62
19.01.2009 18:00:00,3.63
19.01.2009 18:10:00,3.63
19.01.2009 18:20:00,3.67
19.01.2009 18:30:00,3.70
19.01.2009 18:40:00,3.78
19.01.2009 18:50:00,3.89
19.01.2009 19:00:00,3.90
19.01.2009 19:10:00,3.90
19.01.2009 19:20:00,3.82
19.01.2009 19:30:00,3.77
19.01.2009 19:40:00,3.84
19.01.2009 19:50:00,3.87
19.01.2009 20:00:00,3.70
19.01.2009 20:10:00,3.53
19.01.2009 20:20:00,3.50
19.01.2009 20:30:00,3.57
19.01.2009 20:40:00,3.63
19.01.2009 20:50:00,3.76
19.01.2009 21:00:00,4.01
19.01.2009 21:10:00,4.17
19.01.2009 21:20:00,4.11
19.01.2009 21:30:00,4.04
19.01.2009 21:40:00,4.11
19.01.2009 21:50:00,4.27
19.01.2009 22:00:00,4.27
19.01.2009 22:10:00,4.18
19.01.2009 22:20:00,4.12
19.01.2009 22:30:00,4.04
19.01.2009 22:40:00,4.02
19.01.2009 22:50:00,3.92
19.01.2009 23:00:00,3.90
19.01.2009 23:10:00,3.88
19.01.2009 23:20:00,3.88
19.01.2009 23:30:00,4.17
19.01.2009 23:40:00,4.13
19.01.2009 23:50:00,3.99
20.01.2009 00:00:00,4.08
20.01.2009 00:10:00,4.36
20.01.2009 00:20:00,4.29
20.01.2009 00:30:00,4.17
20.01.2009 00:40:00,4.24
20.01.2009 00:50:00,4.35
20.01.2009 01:00:00,4.47
20.01.2009 01:10:00,4.48
20.01.2009 01:20:00,4.34
20.01.2009 01:30:00,4.51
20.01.2009 01:40:00,4.77
20.01.2009 01:50:00,4.93
20.01.2009 02:00:00,5.07
20.01.2009 02:10:00,5.56
20.01.2009 02:20:00,5.96
20.01.2009 02:30:00,6.33
20.01.2009 02:40:00,6.47
20.01.2009 02:50:00,6.58
20.01.2009 03:00:00,6.68
20.01.2009 03:10:00,6.80
20.01.2009 03:20:00,6.67
20.01.2009 03:30:00,6.49
20.01.2009 03:40:00,6.34
20.01.2009 03:50:00,6.30
20.01.2009 04:00:00,6.24
20.01.2009 04:10:00,6.13
20.01.2009 04:20:00,6.10
20.01.2009 04:30:00,6.06
20.01.2009 04:40:00,6.02
20.01.2009 04:50:00,5.95
20.01.2009 05:00:00,5.94
20.01.2009 05:10:00,5.95
20.01.2009 05:20:00,5.84
20.01.2009 05:30:00,5.72
20.01.2009 05:40:00,5.59
20.01.2009 05:50:00,5.47
20.01.2009 06:00:00,5.33
20.01.2009 06:10:00,5.26
20.01.2009 06:20:00,5.07
20.01.2009 06:30:00,4.89
20.01.2009 06:40:00,4.72
20.01.2009 06:50:00,4.71
20.01.2009 07:00:00,4.74
20.01.2009 07:10:00,4.73
20.01.2009 07:20:00,4.66
20.01.2009 07:30:00,4.70
20.01.2009 07:40:00,4.70
20.01.2009 07:50:00,4.65
20.01.2009 08:00:00,4.64
20.01.2009 08:10:00,4.62
20.01.2009 08:20:00,4.37
20.01.2009 08:30:00,3.96
20.01.2009 08:40:00,3.90
20.01.2009 08:50:00,3.84
20.01.2009 09:00:00,3.75
20.01.2009 09:10:00,3.67
20.01.2009 09:20:00,3.61
20.01.2009 09:30:00,3.59
20.01.2009 09:40:00,3.70
20.01.2009 09:50:00,4.00
